"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Clive, AB T0C, Canada",52.4778347,-113.44745,"Freelton, Hamilton, ON, Canada",43.3977476,-80.036782,"1 day 8 hours",115237,"3,396 km",3396020,"mqh_IpulsTrjBwa[v_C}uIbkFq~It`K}gY``C{re@|Uo{]bsE_`dBnmIu`q@frNwlh@zjKeqt@jhGab`@|{Gai`@`|Oa`Ap`x@dEtxFxvAdgNs`AbjAgwGxqEqiSf{Ao|GtmDewTr|Cyf{@gBsdbAxByzXulB}lKcxKia_@e^eda@P}g|@Gu}W^ux{@kzDoppBaoDe{a@exAsvNlwFiqA`jE}o~AnBcdvAkbBeqYssAog~Bx}c@yrh@pbH}}M~jKskCpkUifSfhh@mbn@h`h@}m`Bd_Bkdu@brQmf[roQclXn_IqsIrsRoxg@|scAknjCjoa@iadAz|Qwfd@|lIk`Cbo]{j@phz@{tCn{FwtM`RmnOnwLogOf{J}|d@`eAot@r`QczABi|VxCcg_@leOk\dTaaT|yFeqGvmNu`@|tIkhKhdK}mC~eKupTz_Usnr@fqJajR|iG_jCngAolK`nMsu[`dHelR~gP}ne@taIapWj|Gy~m@poTc|rAhaQwnp@`uL_{_@xlJ}qZ`aX_Z|hJcp@Jsax@Tg~_@bkDyvH~ry@ctl@pbOwtKdfU}cM~cGvb@kAurOeyAqzyA_rAmerApdG_{[dN_lc@{JyozAz{DuoY`@eq[hgOyr^liPohU`d}@{op@hbOivG~`OatVvkX{fYh~S_wm@naV_lp@zhBqjm@`mRu|`@pmMwbz@f_Hcdr@nwMy}OrnDadZruLyjMxxL}{]x~`@melAr|P}~Rj|Cgzg@btDoaYmHkrNjlGmqHhyGgdEytAor^r`Citv@feCchzAfcIcy}@p~Niz[jwD}c\~vSktOzmKmnR~td@eve@|{k@g_tAnq^yjRr}Ok`k@f{Ia_Z`uTue_@|xTkgZrdK}s@z`Jckt@jf[cfL`fe@kyYfyYkgHpdPiva@lu[ccPdpZ}dDbje@lgA|xf@e|D|cE}tLplKisy@zuLuji@jkE}ol@tdAykUtwJgb@zaLspIbmJqjIzgM}u@bvHwiKnuPg~UbfNg|Jy]kgrAwgQysnA{k\{v]y|JywMqyKmvFqnNcsH}`HqkQkkPylQ{tBq{U_kBa|t@mpBo_[wkB}xh@_aGald@dnBec_@qbEkoUgpA_qSwyRokDgmQi~T{|M}fF_uE{aLmnLqfMopQ{t@}pFgrWdzEa{Xi|Kwtj@}qUcnq@qxHiiz@|GqwaA|yF{exCywCgwNpYirf@rC_xhBfaI}zb@v~GyvVgbAmsYy`N{f|@{~]uam@abU_jUm`MubUcmK{qImaKg{t@bpIacP"
"Winfield, AB T0C, Canada",52.9635171,-114.4126121,"Warkworth, Trent Hills, ON K0K, Canada",44.2019746,-77.8870645,"1 day 11 hours",124611,"3,668 km",3668216,"_mgbIxeiyTzU{a_EitDk|Jwm@clXrl@wrVkcDmd_@_Oi_iCfAooaC~}E{tRrzKyl`@~p@iuu@pxEueLtpDe_qAdK_{xBnC_xcB~cOuvk@`[a}eA{e@mwo@d_Cknb@m~B{vJhlLiaf@jrm@mwnCxyP}_r@v}@mg]nzTske@rwNyoQrtC{kJziz@emTrhk@waRxvR}jZjxg@wxk@dnTyzPx`Ve}Szoe@idl@zyg@mfbBt~@ews@tzTko\niNk{Tj_]{`t@d}dAeemCrmg@apoAjbKqqVdgRms@d{Sso@fbTifCpwa@Ox{B{`Hl|Ec_Lf|AwuJvrKkbNp|Ia{d@|pJgQxmGq`AAkxHLktQzSyd\j_OsRjJkxZ~cNyo@niUwnQpuHswAlqJomRlpU}sr@vsJkjQl}HcpOxvLky\fz[qq}@~hj@mc}Cze]chrAhgHu{Q|{WrPp{@sTbnG{DPslMx@qe]kA_wRf@geTw@}bFlbEetGrt{@qfn@lbPc{L|oL_`Kj~E`~AxkEudAuIqjSwwA}_cBooAoqfAnjGe{YxD}bs@wHydmAlzDaqt@jnOcb]hlPwsUzb^yqUb}^smZtxNg~GtuO}iWzpZqhY~jQ_|l@xcUamt@xWm_TbeFg`Yn_O_k_@njMeqz@lwGamo@vuMs_PdrCwvX`}LejM`kZk``AxjTgwj@r|OiuStjImm`Ay@weQjxG}gE~cGybG_xAqq_@xxB{{u@`z@gui@drDokhAdpF{vc@tfO{o[vrDyi\~wTo{O|m_@_ff@bka@k|t@pc[ogr@ne^{yQljOatj@p`L_q[|jTe{`@f~SgqVlfJ{y@fhJigt@t|^}sKlya@_vZvcZ_iI~}Oib`@~~ZkcPhr\gvCj~d@rhAlof@k{DvvPwijAflN_sl@dsBubn@ljAgvMdpKma@xjKueKvtJyqGv`Qcy@xzDooLhdQ_dU~jMsuKpWy__@ceA{jr@kvFaye@egIo}f@yu]ay_@sbYivT_|LmnHu_IwdQo~NoaQkdBskVycB_yu@{vF}idAaiFeqd@h~B_w`@{gF_kTceCmhQieQwmD_oQcfVgzM_eEqsE{{Lw_LccLazQqs@u~EofZhbFgjWigZkxhAemKeuw@_gG_{aAfpIimvCkmBwvg@yJ{msCprRicw@kfBwyXoiNox|@qjt@}gcAkaZqwa@cjKccw@}rHut[{vR{gj@eqS__j@_zH{pa@w~E_ke@y|Mcmt@egRgi_CejD}|c@whBoyTueJ~`DopG{kH{qKzXirAfF"
"New Dayton, AB T0K, Canada",49.4268526,-112.3792497,"Fort-Coulonge, QC, Canada",45.8415624,-76.7383333,"1 day 9 hours",118168,"3,158 km",3158396,"yttlHha|lTlhWkc_@ldPgkNl{\{zVtqJerIxoY_tMpbS_fC~nYuClfWs_A|fDcot@fq@aev@qjFuy]_tEytt@glA{dvAumA_hyCvBgy^icEicc@~cAm`k@ttIorq@pcLapQdaGuqYxiFiypAtwCg_z@}sGgjOoiK{md@`~Acrl@lPsxYtiGc_Jfc@q`[fnDuod@br[ggZnhK_|[raBw`SlcMuqy@~Geb{@_jCkdd@btE{}Nfoz@edGpnVlAvvNdiGzwKiC`}Kn_FfqHmyVtuTamb@`tQq_q@vgJc`Z_Dm}WxdDw|i@nyPoa_AbgKow^qb@uj[gjAyvj@~mB}~Vf~Foo_@nAg_mApiAyymA|G_ml@`~Aurw@jF}fkDcJm}i@vaGosTmbBs_n@|Dwl~@eqDcnYoA_fn@ywA}xt@of@uv`BcgAyl{CkaC_qfAyKoip@lsGybYoDmtlAwDo~e@lmDwtJpDiaVlQy`ZywDuHmKobxAbiH}i{@eQyva@qhO}ulAse@wru@yaAe{SgnHmmUidKwda@iqDwnKjkBoxL|K{`p@`^u|l@qq@iwSv}Fg{JhuEeeNgc@m}V{rA}jh@pOi`v@fQ{dVfdRsz[voGsbU_Ciq`@~t@atXftGmxY~nJyySmdCa`Rn}Po_Wf~KgzQvy@ghOzpD_ig@nJksp@`oE}wYy|Bene@sdEy~VmnCawk@nuNyeW~cEsbg@tiCqti@we@{uc@ejLoxUwxFs{i@rbIcojA|`CwkSd~FgyHorC{bq@{dKwlx@oxBm_[frCkb\pfBq{c@xzF_eW`N}gi@qx@ukNpaH}if@dUuoSlkEgzFvsG_aEj|D}fHaBqk\|@_bPx}AikNm@uxNouHwlRs[y|GnxFgid@fr@uooBrNsde@paDeaQkGqpJnq@k`z@snD{h_@u`Eolw@kzAcgeAsyMquDegK}cDrh@qvIijHigO|eEcjXbpF_tGv}FfoCpcR@z`AouL~TsfW|iE}aQn}B{jc@eBaxa@yy@}p[tuPu|n@ft@_wj@g}BghlCa`Ki{j@ixH}ho@uuMsndAwuIqncA{}Fs{A~o@sbScjEqfRbrEo}XbmGa|l@vhIyo|@rwBwty@~gEet]lmEseTj`Facj@oKobm@}xEe`q@hwDi`n@eKmyRbkF}ki@feCsgTnb@}_\b_DmkEdp@_v[flGej_@t~OquOblNq{QxtSofOnhK{lQzn@m~Nle@yaCqz@{dEgOuBo|CsfHoyF}dB{kBceIo|CwyJfxAqvVliIcjD"
"Wabamun, AB T0E, Canada",53.5588437,-114.4687994,"Chance Cove, NL A0B, Canada",47.6831773,-53.822884,"2 days 21 hours",249376,"6,053 km",6053335,"wu{eI~dtyTmdAuruGaAcgiC~kPyt_Ah`_@s{aCibDgqlD~vKgqtAthX_a_A`rV}oaCpse@odvBfmWqbo@`zm@itsCpqe@uuqB|{Uumd@loKm~OvuPcjrAnr[aalErv^mshGr`Om}tAh_Xyro@~oVo~m@vvx@uxkBpzc@wwlApdRuddBbgb@}yDf_Mmp\tkM}jcBxej@oazChyAureDfsNqkdAtp]_tb@deA}``@vcL_mgBboEkfhAz`QueBmyB_dd@ogGer^n``@ssnAd}Agy`DepO_k_C~vAebaAcnMe|g@f{Kc}s@khT{b{@jmM{avFv}`@ywmAhaXuulAvtw@whhE`b[}akAjpPqr}@v}Tyvg@|bV}tEtvU}~Dn{DelTvgLo{dA_hEcnlAs{e@mfkAeaX{cO}fZupc@mkl@mjZ{eQuyNg`Sjl@_om@cyy@u_FibaEmgPqusAa}BwtdCvkDyglEdib@qqbHxsq@gjqE~n[qveCnaX{wg@`eMcv]t_Yskb@|of@em[toTujcAlrAkm~C~q@ygm@rqBo~b@`rJw~FllOst\sVmhb@tcMkya@leKwxCuOkd_@vf@w}_@l~Uitt@x_@ihb@fXokp@nlJshXhvp@mbJlkn@aqa@tv}@wesAvep@oao@to_@szv@pd`@atl@dvLmaeA~cButcAnqKwcs@bqY_}_@vgc@opP~uFcfQr~Aoak@dtZeln@p{Ze~O~im@afu@}yLyjXbfMm~_@ifQ{o{B{f|AmbbCatrA_rtB}`m@cw~Ayke@agvBgwnAmq|Ae}}@yqfAymE{p_@hqNoob@zgDobx@b|Q_at@~ze@u~mAvfWqv~@pe^ite@rgj@ynJ~`k@paDrwy@__Zrxy@k{Ghg]iujBcgD{s_A|mLcba@ucBmfXmcF{uqAuhJikqA_oB_qcAci\swq@_cAqde@j~NgmZbpk@embAxoN}v]r|G_yy@hsw@mor@mha@}qvDgfBugfDqoJem}@qrd@_cV_}kAyvkCgvCmjj@toDszLkceGiozEsqE|wLwqJziN_me@_mb@szh@suz@a|Z_xHe`Nka\sq`@mzy@y}x@}sd@woa@iyv@gal@emkAiaOk|bAubQgaWlkNcl[qfJeqY_~Scii@u|Comc@xgBuuUx`OqrLvzk@r`@|zZ}wIrmIkdaAy}T_hpAsjAujs@n_Sgtc@xpMyxz@xz\k{`AfdS{v]dsVquEdjOftVffFjiPxuMu_E~vUqz[vmLovP~|]z|Cp}t@qtJrvAoqN"
"Edgerton, AB T0B, Canada",52.7601131,-110.4584788,"Carcross, YT Y0B, Canada",60.1674656,-134.7076119,"1 day 2 hours",94745,"2,207 km",2206554,"uu_aIn|daTqtPdb@lc@zlMnGxis@oB|mOo{HzzUwhI``nAww[xphAee_@tfjB_iRzey@kpDpgl@k{Etax@asD|hc@btAtiUna@bnWmrJ|kM}hO}Dn\vwj@uLjie@anA~d[chPO{|FrO}RptI}fC~mQmlCriHyqF`{`@e_Jp~e@m}Fhl`@wmP~~m@_tNn}_@y~Cljk@wrM~}Xe_Gb~n@avJnzVm`Grl_A{wHz_u@{pJf{a@{hZdqYona@lhYsxCf}MmkW~`Fkwb@h_CgEdr[vd@r}H{uJ|ut@irNnf_@ihA`o_@}zAtg]yAjrhBmcPt_@fF~tjCmzHljVqrNhvm@ujElkVo`GrqKmc^leJudJ`~CmBvfOabBztIcqD`TswDjqIeiJdqNeeOb_e@mcVflDehFiUwyBdlEq`P|iH{dKlxn@}sNx~Z}p`@xxYisCroVgqLxfZieCtq]uwD`pFokIbkTcgQfc[knJrlGmjJ~pPohIxwNjiAluTocDzb]mxEzuNo~H`sUwsLfxMkgDnaDmuGqsF{k@fwAyhI~gYgaL`oCydG_SmzRtxLyed@tbPmuGebJs`Kg{LsvKo{E_xFybFgcE~s@}rMyqQ{_JqyBamFlv@_rHwxJkeDkjLmoMphKquM`uHyx]r{AqiIu_FunCsQuaCsUuhCo}@gmDpuGcdFw[}aH{QkeNucFwfGbml@i{Jjhg@`bBnyr@jfJfa\lyXpb^nxAvzKq_AzaM`{@drL~Fvz[d}Cr_h@caAfy}@fxB~eZwyKj|f@wkMfxRoaFtcAmpCnzNgPrvV|`A`rh@vmHnkf@vd@vrHq~Dr~Iy`Nv_Eg}I_CeaIub@gfNpcGyd^v|`@cePyjGciIpvDewE|kX_qDfsFqcB~cV{}Qtgg@maHfii@aaJl|z@|aEv_PapFjrLyaHldQeyEhyPujA`iZyoClCgtD~_BupH}}MkfPnoKqdJpwi@ed@trOb{@vv_@nnFdtf@`zDpcm@ko@pfNgaCvhKq}FffD{tEdqJicEh}c@|uFvwk@uoRdvcBsgGdyl@ahErmo@vgAt|SdlH`xRbzDluP~mFbv[}|Bjjh@deBnh`@`wEfy`@ltK`ke@jiL~rPrzBhuYcqCta\qyBtvf@nz@`yUc{FvpWutI|yY}~FpgWgsIrqb@}pErn_@yfEfpX_vNvi\glk@pcbA_g@frPhRpwLfiG~iZbnPtq}@tjEteZgn@lyIdcAd_OwSjbJfy@|zFlhEnh@jV~uQlwA|xK`}CnmTjnHdjWnlCljE"
"Gleichen, AB T0J, Canada",50.866153,-113.051597,"Elkford, BC V0B, Canada",50.0245631,-114.9235196,"3 hours 25 mins",12286,"315 km",314645,"mxmuHnk_qTfgCBdZpArNnJ~}Bz~Bzt@pAl~Cr@vIvHjOz~A~NzbAf@haB`]lyAdNjq@rMzPfaHnDdIrOlAhgHIzxQpDaCx@_HbAyGtF{OjYgMjlF@~h@kCdg@_z@vf@waAlNgKfcGeAjvE_BxHwCvFeCZzEJdGS|Fg@prFVtsNB`~O?pnE?lf@~_ACrtBCnkBCl~FGpvROdwCKxM~EdOdRjCvP@joXEh}VfDr]`JOfAfAjArDhDxKtCwCfHoHlHmHvZi[pFyFrFeABfIs@nn@@vsFCvlKKpyBpu@eA|w@jCnSjV|Dlu@lk@xdDlTt~@vY`Yzi@la@~f@lk@to@hl@lZvf@x]n^p^vm@|Rlq@dR~eArV|tA|QfWhMzUfArYxEd^tQv[`Nrc@~Td`A~Gd_@xMnTxq@hh@f}@jq@hc@jz@`Gld@a@|`B~L`hBbWzt@dWtlBhGnmBaAxj@puH^|jBG`qBwk@ppA}j@rUaDr~AzPddE}a@zz@cLlL}JlW_q@`KwHrq@iJjw@wF|{CmmAzSu@rf@y[|c@mEre@k`@nV}EhQpCrOpSfOf{@nLxWzc@z\jk@cBne@pN|QoC|z@ki@vLJlcAhb@p^|@xfAyNv[gS`Zg[vaB{@|iAbBbrA|Zv{B|EvwClo@fd@|j@lZ`P~}FJhTr@tRxIrbBxpBn_@jNbwQr@zjC|@vPtKvSbd@j[hg@zGXfEaA~EdVnIpa@zO|u@jS`iAx@beBjHnX`gA~rBxo@vnBhYpbA~Bzn@{KvbBz@li@lKp`BqFpn@oLr]odAdo@ad@`ZqPr_@}U~Zcj@b{@ch@`{Aef@bx@}Nl`@w@rs@iF|Xa[~q@yDdk@gM`g@sY~gAmdAlcBke@naBiElf@tBdn@dCl[cHtSpInm@k@rbAfBj^qFp[aIhWjEno@lInyAxSr}@gIx_BxJd{BpE`b@kGr|@e@t\tHxd@pWb}@vMvd@JzOuWpwB}Aps@mElZcOnPuyAh[oTt\eFvRvEnpBuStu@mWpb@kXvMuMne@{YvdBqDlg@sPvdA_I|YcUjZqb@d[gQjXyIlnAc`@zgAs[tK}u@|j@il@n`@_pAdzAaXjf@X~a@_Rb_AeBf[cDbQmN~Oyz@jGkNhL{XfGmt@j@g`@dPeGb]iRvg@czDFuoBcColG|CiyAek@_mAmf@{v@`m@ma@|k@gUtZ_MfDenBnB}t@pZ{fBjNkZwIgK@iLfIkc@xJck@dQs_@fQk[|BiZaAgPdAyGgLmU_IyNaIspBuFmb@k@yO~HWt\h@vA"
"Bon Accord, AB, Canada",53.8372586,-113.4121256,"Coaticook, QC, Canada",45.1337603,-71.8041913,"1 day 15 hours",141502,"3,760 km",3759504,"{argIxxesTnwd@liBxbMyjOxHs|Nr@en`@d\qle@feD{ofCdvJg}UlbEu{k@l{NasdAnmJyuWk}BqzV{dBmebBgPmkj@hjHylz@byFog|@`xKy`XtrPsht@ltHibjAnuOuidAtmOw`{@lwVgeTpy_@gcgBxae@svqBptHm_t@rn_@usu@jiLghLdvOs~\fnGugxAjmMaveBd|R{a{B`mJyloAmvA}ziAz~WiieCnc`AqubCbs_AqcsBxdNcld@fsK_uj@blKolm@zCct\vu]{^|gO}_StfDulq@fzNektAnfXsm`BlhJetSrYmbmApDujbBtvJs_r@juFsxWx|Xq`SvtD}hUyr@mxm@brPut{BheC{~V~iMe}Cj`B_r]aiIiye@pkO}lk@ddNe{v@fk@opm@~x@c_wA`zCecTysA}ud@grQqwj@rFcho@iTil~@ifImbNksBmn\lmDwtTnbHilMslDg{MuvBcwRudM{rk@dgBy~r@a_D}x`@hcGq_]~Dg`oAztDwcGlL{gTlzK{gShpMo{\nyJs`VhzCgqTpoLm{g@laEs_f@h`e@utpBdyF_tr@zvQqcl@peMclL`T}tOxwIsgb@fi[qnuAvaTivLhiRrjAhcIuu@bp@mtHj}E{{XfuLgajA|v@kySg`F{kQujGsbg@abS{_k@akSatTkaMkcHw_Jm|QwrYk`\asEwoC}vF~jBw~]ueX_~G_vHcsIdnE}kH}cEotIvk@mm]ye\wwHync@y}EalwAvMceq@rRgba@woJosi@_vEa~mAvoAk~xCoPubuDjvEmonBfuc@kh|DzlZiplBxlR}rmAddDyns@t~Qsz}@f|BogK|mIugAlcJm`Z]geg@vqScvAxwIaoUxjWqzQhmMaxAfl_@}uy@l@_eo@rpAofbD~|Bq_k@l{Byr]b`IveGhuEwwErwEagKc@qjW`vE}ct@piQe~Atd@gou@f`CysOtnMmuQznEy{m@da@usv@}_AgtYvoH}yKf{YczBtsT{u@rgNgzInsJaoAtdKisLzo]_gVjub@oep@h_R{`c@`}U_qVplZmmSd|Ssx_@`gEu{Wlz\yph@xrJiwf@p~@qze@ak@_c_@pOasPtpIm}TiMkh]x{LenPhdYm}Vz`MqtK|`Ivn@ptDoaL`qDcsM~tFeer@~jNqbQfbKkiPv~HqeDjlWs`Pztg@m|x@t`IegKrdDceTtlKi_o@`bB{dk@jkM_d{AxdDa|tAfaH_kO|lLqzAd`IwzUkj@se\"
"Hays, AB T0K, Canada",50.0944136,-111.8000729,"Fingal, ON N0L, Canada",42.7125202,-81.3108887,"1 day 4 hours",101259,"2,996 km",2996218,"aawpHl}jiTrgBe~U~jDo`Qo}Iyza@LgjcBf}DetXhxHg_LpjJm`SgeAgrUtvFuzqAudCq~RezAgroAkj@{he@wpHao}@ydF{_f@c}Cmh|@}kTec~@abPajy@msJgtn@ezFsji@mrDkad@c^owX~_Aya]u_H}vb@_SknfA_^akoAwz@wlXvmEszM`qB{cl@j}Dij[~oNi|g@vfZ{b}@n{Yqmr@veW}to@llp@i`aBvku@al|Apjg@e`aAdjCktWhgCw`Ah@slLbyCi_FhwCglFv_HoqIjkFce_@`g@k`Avd@pQhkKLnsDiyBDifVCmzPnDqdMjoDcVzfJ}i@~Ky_[j`ZgmDtaJ}~LhyDxxAneKo{Qr`Jwy^jnOoh^zvMuzLv~F{}QlyHmkR|JsfLpkNygTnrQqzn@djUql_BtmYsfsAhtFs{PvgOgqi@fmMwcE`bOjD~iHuvANeh`@?iyc@XsmN|pBcyJnlR{zMbdu@}ai@|dWgyPfhH|~B_Gquy@exB}lqAiO}rdAnqF}q^hIkow@mOuhUfQg``@jbDotLtAqwW|p@yyUzvQi|SvwTgf]fa]isQp~`@{y[neP}gQloMaxRriIidF|sIijKncEamQzkFg_SzbMyjVjfFoePtiC}~s@j|]ge}@pcJk|w@zaAe~VxsKieRhrGyeQbdD}~PnyJsqNh_Owof@jdPy`d@p`GciRzuLwaN`mIyfXpeAq_e@nlDunWlYcmKvzCwfBftJmIkfB{xx@pyCc~s@xlDatoAjq@ih`@n_Kyjf@|sM}lR~`G_j[deS}gPpsKucQ`_e@mdh@lcVkgk@tzK_iXnlDuhJv`GszBlmPgrDlvJgsXvzMakj@jpTmzY`xU}lf@`bM}XffD}nPbtDej\j`HswMtpQw~CluTq|Krf[q{S|kOmcBtsHy_O|bF_mQtyLeiDh_NcbIxkNwmBht`@s}C`~Lb{AnlO{t@lr^}bErrAgp_@r_U{wdAbsIgnf@rs@{ud@l~Qir@vqHazPdhPcsBlfJuvAteBwvFnnFysKdhN{|QjfIypCdEyfMjy@kt`@efEedr@yaJmah@gzAe~Sy_IqnHgs\mtf@_o[k|LspFomNcoPusSumGu`l@ifGo|nAqlEsed@~Tqoq@_hE}uj@v~C}dp@ia@apwAezAwen@ib@exc@xm@{hRwnBivI_dD{cXsiH{wS`Wkwt@bkBcrTvgGcaGp`FiaDdzG_pM{`@swpAcbMswr@_jLmxg@{uL_fYipa@iecAmeZmij@jcJuaM"
"Craigmyle, AB T0J, Canada",51.6694238,-112.2491559,"Allardville, NB E8L, Canada",47.474778,-65.492439,"1 day 20 hours",158759,"4,258 km",4258363,"{tjzHftblT~sH_zlAzwC}uy@`fQspvAxnUm|rBlAu~~AweP{ip@[exqBiuDg|lDk{E{rw@`}EynFA}`n@vxCyme@pb@ifwAw|Dug_CrCgbYxcLalMrmf@wfn@ban@wig@l{`@s_q@pmWcd_AlpFer{@|t_@shn@yOu`i@upE{bjC`hRanmAdvAocy@hfEwfqAzcKo~hAjaKcep@tgl@qwqBv}a@svvAhlM{kq@_aA}u`@{zJu~}@{sGkkh@iyAu`pA_JauyAccJebj@gw@}t|As[muc@j{OsdbCp{CccXpsLu{FhtCoj[gqIg}b@bcEgcYf_Xox|@|b@aqt@fy@_m_BpcDwySaqPkloA}wBawo@pGm__Ao|M}gj@roCubXheIirJyqCmfN_fBo{SyrMmij@lfBuit@unAgw]pdD_{lBxqDebIrD}pTlkKknTvoM{t[hsKy|UjtBgeU~|Jqfb@z}Gqbj@fld@ufoBrqFyyv@rtP_og@p~MysOps@cbPbzGqo`@bbWu}pAxlU_yUpvSlcBdxMwpItzEkmWtpLmdkAxmCepPoyGotT}pF}ce@aaTozk@eyRk_VybXguVm{LanTgvLudJ_~C{rEwqFp}Akg^qfU_zGuxJ_pHxuDsmSgz@ij]wz]{nJsea@ujGumvAbg@_~o@~f@_ra@cqI}mf@_|H{pjAncD_g~Cwq@k}yD~vEy~lBtia@eguDhro@ojbEtiDohs@fhPif|@pdN_wOtpKkqbAlxZ}|LpdYej]fzL{uCj}`@kis@zC}zr@tiBsraD|kB{ef@hkAgzc@`_IzmGjjDauEf`I}wEgG_l[`hEyzt@|qQ}sBpf@}vt@~rBmwPngBciMjpJc}@|zF{}m@}Wust@hsDkmj@bdY_tBxef@g_Kpqs@ife@b_x@c}vArcUcwVlaZe~SnrTun^nqEycXll]sbi@xoLkmlAmYyj^noI_rh@rTscXduKwwUzeWegUhaLsuMzxIrgBxqFutLzoEupMh|Dklr@|j[mmd@tjIgpAdoQg_RbpW_bWnyPiv[i}F_xMgh@w}LlaIurf@i{Cier@iiTckdAg`g@e`x@{saAm|uA{xjAgqrBg_b@{uvAsvk@e}uBeye@czd@w}f@ukw@mr~@ot}@u_Es|Pl~IcnP~qJc{f@j}@ud{@|mZyvs@fva@wmhA|pXetw@naJixJqlKod]{tVgzV}tOq_a@mcLwtJhY}r`@cTm|]foAkj[as@kdc@{jOueuAaRoctAqxEij\reLsvYx|OuoM"
"Iron Springs, AB T0K, Canada",49.9315232,-112.6889222,"Wapella, SK S0G, Canada",50.2615536,-101.9720161,"7 hours 59 mins",28716,"837 km",837110,"_gwoHvpxnTquD{oTel@yfJa]g|@ch@qLcrByLmwOImfM?{p@AAmmCMm{GRctY@}hT?}fMhIykCvb@Bpi@Bdv@@~eBObnB@tDmlAC_yAH{lTvAc_DzTgRvQ{g@c^ohLtj@ydGvCmjAf\st@BcgK`Fs}Bj_BwdFzvC}cFdm@gdCs@ojCypAez@upAu`McpAenFemCiyJoBarAWmxs@r@cgu@}Gg`@}IgJbd@}bB|jAeqD~{@wlCreAc}Clb@ay@n^iDdgAynB`uEwwFj}@qfDfVsvArg@sjApgCysD|Wmf@p@ol@ui@emDwA}~Cqi@wzNyBgsFji@isDtv@{dCz_AsyCaDcoDl@_wCfVeuEx}@}iKba@geEaIetBoBukKu@u`DwsAcoGij@kmBdDk|N{]q~HhTozEAaiTiwAyrHRazVo[oqD_PeqBvAmiFOcfTwwAmyPaq@_bKe@_|LyWoqB}eB}kIib@u`D}hBsaKi@i`HibAksFc_A}sBqBqg@fJojGuNarC[wxf@eaAkgEylB}mJoVahAs`AmsA_iBceEun@gbCwi@_oLwqAamKucAyaD__AwpBa{AiaD{{BieIkqDwkQ_pByuJmjCyxG_v@yiDeDsuDt\mrDi@caJgo@y{AotDwsOgiBsjGiiAwrHiLe{AiGqtB_Z}sA{|AkkMsg@c~B}\kbBeMgvC{CoyHAsgGcKs{JocD}`Ike@wfE_Lq}L|e@{~F|z@awE`D_{DmMwjL_Du{@cd@sdAieCifG{GyhJizAemHwg@idL`GckA~n@g_G_J}yAgm@chE_UooLbTclJg@ooFQsnXfo@u_JS{kD?_aMsf@wyD{C{gNsQknKuhBixSp\qwDphAc{CzoAu~CbpBgcJpw@_wDfBoyEj@}c\xq@esExrBmtBpZimB`Hu}AgTcoBq@ahg@|AuuH|Wq_ApD_q@{TgnCoJanCJgoWE_ad@Uskf@ad@w_AwaBqcBqyAefAkx@c`@o\uCeAwsBkAeoRBowOqD}cBg_DwaIm`BewEmTko@cd@y`GiwAk`RwDysGm`@{oCeS}yMaZk~DgAu|LzBsy]rGqzGrI_sEjk@uqJnaDeyLzvDusQr|EitTnm@qh@td@os@pBw|@YwsVHklb@jg@qqCbIweCQgdEd^eoKdkBizYbTyfKw_@{eCkGubAxd@_pD``Ae_U`BgzDp^wcBhu@itJ|bB_zJlIaoDft@kgBtr@}yEfVawB~\uuIjr@w~Cvx@e}Els@omC|cAqcEp\atBZgg@j[_WjRkbA"
