"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Clive, AB T0C, Canada",52.4778347,-113.44745,"Freelton, Hamilton, ON, Canada",43.3977476,-80.036782,"1 day 8 hours",115349,"3,396 km",3395634,"mqh_IpulsTrjBwa[v_C}uIbkFq~It`K}gY``C{re@|Uo{]bsE_`dBnmIu`q@frNwlh@zjKeqt@jhGab`@|{Gai`@`|Oa`Ap`x@dEtxFxvAdgNs`AbjAgwGxqEqiSf{Ao|GtmDewTr|Cyf{@gBsdbAxByzXulB}lKcxKia_@e^eda@P}g|@Gu}W^ux{@kzDoppBaoDe{a@exAsvNlwFiqA`jE}o~AnBcdvAkbBeqYssAog~Bx}c@yrh@pbH}}M~jKskCpkUifSfhh@mbn@h`h@}m`Bd_Bkdu@brQmf[roQclXn_IqsIrsRoxg@|scAknjCjoa@iadAz|Qwfd@|lIk`Cbo]{j@phz@{tCn{FwtM`RmnOrnMa~OvdJq{d@bcD}^rtLDhl@cvGNi~RlKsw]pcO{SbNauV`qIqxDvlL}m@|`LanOdxHefAlvJetR`kUk{r@fkJkvQfbGgrC~hA_bKveMk}[fmHimRvcQqfh@tkQ_|dAn}Iqar@~qL{qd@vb\sbmAfmJ{kYhzW|Jdx@mRnrCQxgC}cKZcq\_@grQ\qmWq@iyFjyDqvGf`z@e~l@xhQevMj_SwwIboFaM}EqnQ_yA_d}AsqAeenAhjGmiZbGalk@wIettAv{DafYXghZnkOau]bjPqnUt_~@_aq@hlNqgGfcOqzVliY_lYvzi@mh_BjyD}bp@nrPyx_@vqMg_{@psGk`p@n_NqnPnuCkuXxyL{kMtzLay^xya@idlAb`P_eShvCefg@vvDcrXwEo{OhuGg{FxkGg`FgwAyq`@pzB_nu@bpCghyAjhIux}@neO_s[zoDad\dcTwtOlmKwqRfpd@yse@tql@qcuAlc^yvQbpOewj@bxKat[xcT_b`@hzScmWzzJsz@h`Jqgt@pi^_}Kplb@imZpwYamHvdPi_a@xh[sdPlg[_}C|~e@vgA|sf@w{DhuCwwMtaLelz@liM_kj@zbDoum@vgAwnQ~cKga@ruK{bJflJsuHxxOgx@xeF{vKp{PotUf}M}sK{e@kdrAq{Fa{d@efIqgh@ud]_}^mvXmdUsfMoiHm~G}{PejP_sQgjBi_VggBoru@{oBqiZupJedoA~|Bks`@obFwnTqxBivQikQwhDymQcwU_zMunEywEuwL{dLgoLcwQct@aeFa}Xr_F{bXmrM_tl@{aTizo@i|Hmuy@fOgraA|vFe|xCi|By~NpAuqj@f@cgeB~qIsza@nzGc_W_uAe{XueN{o|@ot^q}l@syT{oU}|Yeha@g_Jy~r@ptIi{O"
"Winfield, AB T0C, Canada",52.9635171,-114.4126121,"Warkworth, Trent Hills, ON K0K, Canada",44.2019746,-77.8870645,"1 day 11 hours",124724,"3,668 km",3667829,"_mgbIxeiyTzU{a_EitDk|Jwm@clXrl@wrVkcDmd_@_Oi_iCfAooaC~}E{tRrzKyl`@~p@iuu@pxEueLtpDe_qAdK_{xBnC_xcB~cOuvk@`[a}eA{e@mwo@d_Cknb@m~B{vJhlLiaf@jrm@mwnCxyP}_r@v}@mg]nzTske@rwNyoQrtC{kJziz@emTrhk@waRxvR}jZjxg@wxk@dnTyzPx`Ve}Szoe@idl@zyg@mfbBt~@ews@tzTko\niNk{Tj_]{`t@d}dAeemCrmg@apoAjbKqqVdgRms@d{Sso@fbTifCpwa@Ox{B{`Hl|Ec_Lf|AwuJtcLayNz{Ik}d@rePvEthAiba@~\auXr{N_ZrHu`[rhO{b@lmTuqQ`{HaqBxfJe}QftU_ur@tzKgmQz~Tuem@bkJqvT~kQwui@pbk@yg_Dvk]cjsAf{F}jLdzWlQnkDkRxsCeuHDcuOb@koUSajSN{iP_@_wEfsE_tG~k|@qxn@rpRgeOhjPahDd~D{mBgNyrTixAc_dB{lAuadAnkGgzYtAwvw@sCcvhAzrD{iZrA{vYtqO}|[vtP_}U|`_@ggUvy]kvZbkOo_I`{P{iXfaYklWvlQ{vm@ztTodw@hVaoUbhGyzUl`O_m`@dkM{j{@hbHsjm@dyLqtN`eCamXj`MifM|sZ_q`AjuTi~i@`uOekVdtHca~@tEukR~eHcwCfoFgcJ}wAu{]|xBiku@dz@uxk@rsD{bfAztFmpc@leOkf[n_Em{\nwTwnOzc_@mef@bva@ciu@zf[aqs@~nQusFb_LcpJhrNygi@`pb@cw~@hmSorTnrImiAboKalt@~k^a}J~qa@y{ZfkZucJlcP{l_@vkZyyO`u]smCzkd@|hAdwe@e{DrcQoalAxgOodn@feA_mk@bmAmbMneLga@btJkvKxmKcyFx_Q_iAhsDowM~jQg`TrqLksLjWqc_@eiAchq@ksFsif@yuIq~f@u|]ud`@epYueTasMiyIsgIqlPwdMamPs}A{lV_bBc~u@{dGmxdAgzEqbd@|{B_t`@}hFqcTg{Cg}PawP}pDutQcuVmqM}xDq|EorMasK{gKybRez@spEy`ZlbFayWerZ}giA_gGywTu}Bcaa@wrEksVgz@k~j@~mDqceAbjDenoAmfBawg@cQamuCvyRelu@cnRs}vAgst@avcA_|Y}{a@u{Jq|v@cn\ozfAgbSyuh@gvHar_@arEqtf@mdNw~s@apR}c`CmdDylc@qpBcsUsxIzuCwhGmkGivKcE_aBdM"
"New Dayton, AB T0K, Canada",49.4268526,-112.3792497,"Fort-Coulonge, QC, Canada",45.8415624,-76.7383333,"1 day 9 hours",118732,"3,157 km",3157227,"yttlHha|lTlhWkc_@ldPgkNl{\{zVtqJerIxoY_tMpbS_fC~nYuClfWs_A|fDcot@fq@aev@qjFuy]_tEytt@glA{dvAumA_hyCvBgy^icEicc@~cAm`k@ttIorq@pcLapQdaGuqYxiFiypAtwCg_z@}sGgjOoiK{md@`~Acrl@lPsxYtiGc_Jfc@q`[fnDuod@br[ggZnhK_|[raBw`SlcMuqy@~Geb{@_jCkdd@btE{}Nfoz@edGpnVlAvvNdiGzwKiC`}Kn_FfqHmyVtuTamb@`tQq_q@vgJc`Z_Dm}WxdDw|i@nyPoa_AbgKow^qb@uj[gjAyvj@~mB}~Vf~Foo_@nAg_mApiAyymA|G_ml@`~Aurw@jF}fkDcJm}i@vaGosTmbBs_n@|Dwl~@eqDcnYoA_fn@ywA}xt@of@uv`BcgAyl{CkaC_qfAyKoip@lsGybYoDmtlAwDo~e@lmDwtJpDiaVlQy`ZywDuHmKobxAbiH}i{@eQyva@qhO}ulAse@wru@yaAe{SgnHmmUidKwda@iqDwnKjkBoxL|K{`p@`^u|l@qq@iwSv}Fg{JhuEeeNgc@m}V{rA}jh@pOi`v@fQ{dVfdRsz[voGsbU_Ciq`@~t@atXftGmxY~nJyySmdCa`RhoKqdPr{NqxQtwAcdP~eBmj_@bkDy|`@ea@g~UzcDa|`AugH_hXmwCqrh@jkIsxT|aJquf@|eFa_q@o{A__a@wsAkzH}vKwhi@{}Eg`_@hvI_yk@zYu{b@tqHmmDsf@yco@ynH}nt@svF}cYxd@cpa@`oEska@zsFqtZd{Aemj@ywHg_i@cY_wS`~HmmMqg@srk@d{Dss_@~~@ydHdfBgdU{MeoSxmBmk@luGilKxzDseT|RayzArd@sau@jgDmpOxImsSji@_bUogGepoA}vDyvdBePysQ_{IkrCc_KamCs|GctYwgBsoDxbC{xNpbEs}M~`UvrChtI_fAwg@emYtgIiyb@vdDycb@{{Do{_@lcCqjb@xdL{~Y~_Ckx\u|CsncApq@mxq@cqC}vz@c}Ji{g@ciF_zo@uhHwka@srHohf@c`CcnSz~@uuO}iHayQefD}s^{VwwUpuGghW|kFqpr@dhKee_AvcEkdiAdlEm`W`cE{en@_{Fwc|AliDqlp@lyEipQf^omi@z}D{gf@jgFgqUlj@_w]xnJupRzeNucJf`Yyh\t{S}p[hg@msKeaAk|Fo]dPiT_dBeeDs{EwmH{wAclEeaOdlA{}RnjAigKrlF{mCdn@xx@"
"Wabamun, AB T0E, Canada",53.5588437,-114.4687994,"Chance Cove, NL A0B, Canada",47.6831773,-53.822884,"2 days 22 hours",250271,"6,053 km",6053334,"wu{eI~dtyTmdAuruGaAcgiC~kPyt_Ah`_@s{aCibDgqlD~vKgqtAthX_a_A`rV}oaCpse@odvBfmWqbo@`zm@itsCpqe@uuqB|{Uumd@loKm~OtvPcnrAts[ohlEnw^_qhGhiOgiuA|vWsco@rpVs~m@tzx@uclBp|c@cimAxzQ}dcBfhb@szD~}Lk_]~kMk|bBfej@}k~C|yAygaDftNejdAjo]qvb@fcAa~_@niLo`hBzkEcsgAv`QofBc{Bqdd@tyWufnBx|Agx`DwoOgk_CtvAabaAcoMo|g@zzKm~s@ogTac{@teAwqtAbhKyo`Dr}`@owmAv`XavlAhuw@edhEbb[}ckA`qPmx}@b}Tapg@tdVmsEzsUo`E|{DwlTbhL_}dAmiEomlAi{e@odkAsbX}cOmhZ{qc@skl@qkZidQksNk_Stj@inm@c}y@_dFehbEgdP}srAgzBe~dCfjDuklEpib@y_bH`tq@oiqEbp[}veCl_X}xg@r|Mis]djX}lb@dtf@or[~iTkfcAhrAgr~Cdr@{am@ztByid@dpJ_qEdnOax\aZqud@peMol_@bdK_}CkP_~^pg@{}_@j_Veyt@|]mdb@fWaoq@`wJakW|op@i{Ilin@mra@dv}@ghsA|hp@obo@|k_@}uv@fi`@oyl@hkLgweAzkB_~bAlrKw`s@pqY}y_@xdc@}sPlvFscQ`_Bmdk@juZwsn@`~ZwwOffm@sdu@u{LkhX|gMmc`@aiQgm{Bgj|AkgbCyrrAeptB{|l@{r~Ayme@}ivBmvnA}q|Aaa~@{qfAmfEwo_@lrNwzb@ldDutw@|`Redt@dve@_}mAfhWcu~@td^cse@`hj@ooJ|ak@fbDzez@clZvky@}mGjd]gwjBmfDmv_AfnLwaa@aeBadXafFucrA}fJm~pAsoByucAkh\qpq@sdAcme@haOgfZfpk@}kbAnpN}x]x|Gmzy@~rw@sqr@}la@ksvDshBswfDokJwv|@ord@abVi_lAsykCmrC_ij@tsDm~LugeGajzEwtEd{LwtJjmNkge@etb@_ki@ao{@_nZibHq{Mid\gt`@wuy@q_y@owd@yma@yvv@cbl@mjkAq_Om|bAe}PgaWtoMaf]qqIcyWo_Tqki@}{C}kc@fjBmrUlgOumL`uk@vZh{Z}vItkIodaAagUespAs}@{bs@b|Rgrc@|qMe}z@d{\ux`A|bSyu]duV{sEzhOlwV`fFxgPlwM}aEnuUmy[vmL_wPz}]~}Cb~t@auJ`tAgqN"
"Edgerton, AB T0B, Canada",52.7601131,-110.4584788,"Carcross, YT Y0B, Canada",60.1674656,-134.7076119,"1 day 2 hours",95087,"2,207 km",2206554,"uu_aIn|daTqtPdb@lc@zlMnGxis@oB|mOo{HzzUwhI``nAww[xphAee_@tfjB_iRzey@kpDpgl@k{Etax@asD|hc@btAtiUna@bnWmrJ|kM}hO}Dn\vwj@uLjie@anA~d[chPO{|FrO}RptI}fC~mQmlCriHyqF`{`@e_Jp~e@m}Fhl`@wmP~~m@_tNn}_@y~Cljk@wrM~}Xe_Gb~n@avJnzVm`Grl_A{wHz_u@{pJf{a@{hZdqYona@lhYsxCf}MmkW~`Fkwb@h_CgEdr[vd@r}H{uJ|ut@irNnf_@ihA`o_@}zAtg]yAjrhBmcPt_@fF~tjCmzHljVqrNhvm@ujElkVo`GrqKmc^leJudJ`~CmBvfOabBztIcqD`TswDjqIeiJdqNeeOb_e@mcVflDehFiUwyBdlEq`P|iH{dKlxn@}sNx~Z}p`@xxYisCroVgqLxfZieCtq]uwD`pFokIbkTcgQfc[knJrlGmjJ~pPohIxwNjiAluTocDzb]mxEzuNo~H`sUwsLfxMkgDnaDmuGqsF{k@fwAyhI~gYgaL`oCydG_SmzRtxLyed@tbPmuGebJs`Kg{LsvKo{E_xFybFgcE~s@}rMyqQ{_JqyBamFlv@_rHwxJkeDkjLmoMphKquM`uHyx]r{AqiIu_FunCsQuaCsUuhCo}@gmDpuGcdFw[}aH{QkeNucFwfGbml@i{Jjhg@`bBnyr@jfJfa\lyXpb^nxAvzKq_AzaM`{@drL~Fvz[d}Cr_h@caAfy}@fxB~eZwyKj|f@wkMfxRoaFtcAmpCnzNgPrvV|`A`rh@vmHnkf@vd@vrHq~Dr~Iy`Nv_Eg}I_CeaIub@gfNpcGyd^v|`@cePyjGciIpvDewE|kX_qDfsFqcB~cV{}Qtgg@maHfii@aaJl|z@|aEv_PapFjrLyaHldQeyEhyPujA`iZyoClCgtD~_BupH}}MkfPnoKqdJpwi@ed@trOb{@vv_@nnFdtf@`zDpcm@ko@pfNgaCvhKq}FffD{tEdqJicEh}c@|uFvwk@uoRdvcBsgGdyl@ahErmo@vgAt|SdlH`xRbzDluP~mFbv[}|Bjjh@deBnh`@`wEfy`@ltK`ke@jiL~rPrzBhuYcqCta\qyBtvf@nz@`yUc{FvpWutI|yY}~FpgWgsIrqb@}pErn_@yfEfpX_vNvi\glk@pcbA_g@frPhRpwLfiG~iZbnPtq}@tjEteZgn@lyIdcAd_OwSjbJfy@|zFlhEnh@jV~uQlwA|xK`}CnmTjnHdjWnlCljE"
"Gleichen, AB T0J, Canada",50.866153,-113.051597,"Elkford, BC V0B, Canada",50.0245631,-114.9235196,"3 hours 25 mins",12284,"315 km",314645,"mxmuHnk_qTfgCBdZpArNnJ~}Bz~Bzt@pAl~Cr@vIvHjOz~A~NzbAf@haB`]lyAdNjq@rMzPfaHnDdIrOlAhgHIzxQpDaCx@_HbAyGtF{OjYgMjlF@~h@kCdg@_z@vf@waAlNgKfcGeAjvE_BxHwCvFeCZzEJdGS|Fg@prFVtsNB`~O?pnE?lf@~_ACrtBCnkBCl~FGpvROdwCKxM~EdOdRjCvP@joXEh}VfDr]`JOfAfAjArDhDxKtCwCfHoHlHmHvZi[pFyFrFeABfIs@nn@@vsFCvlKKpyBpu@eA|w@jCnSjV|Dlu@lk@xdDlTt~@vY`Yzi@la@~f@lk@to@hl@lZvf@x]n^p^vm@|Rlq@dR~eArV|tA|QfWhMzUfArYxEd^tQv[`Nrc@~Td`A~Gd_@xMnTxq@hh@f}@jq@hc@jz@`Gld@a@|`B~L`hBbWzt@dWtlBhGnmBaAxj@puH^|jBG`qBwk@ppA}j@rUaDr~AzPddE}a@zz@cLlL}JlW_q@`KwHrq@iJjw@wF|{CmmAzSu@rf@y[|c@mEre@k`@nV}EhQpCrOpSfOf{@nLxWzc@z\jk@cBne@pN|QoC|z@ki@vLJlcAhb@p^|@xfAyNv[gS`Zg[vaB{@|iAbBbrA|Zv{B|EvwClo@fd@|j@lZ`P~}FJhTr@tRxIrbBxpBn_@jNbwQr@zjC|@vPtKvSbd@j[hg@zGXfEaA~EdVnIpa@zO|u@jS`iAx@beBjHnX`gA~rBxo@vnBhYpbA~Bzn@{KvbBz@li@lKp`BqFpn@oLr]odAdo@ad@`ZqPr_@}U~Zcj@b{@ch@`{Aef@bx@}Nl`@w@rs@iF|Xa[~q@yDdk@gM`g@sY~gAmdAlcBke@naBiElf@tBdn@dCl[cHtSpInm@k@rbAfBj^qFp[aIhWjEno@lInyAxSr}@gIx_BxJd{BpE`b@kGr|@e@t\tHxd@pWb}@vMvd@JzOuWpwB}Aps@mElZcOnPuyAh[oTt\eFvRvEnpBuStu@mWpb@kXvMuMne@{YvdBqDlg@sPvdA_I|YcUjZqb@d[gQjXyIlnAc`@zgAs[tK}u@|j@il@n`@_pAdzAaXjf@X~a@_Rb_AeBf[cDbQmN~Oyz@jGkNhL{XfGmt@j@g`@dPeGb]iRvg@czDFuoBcColG|CiyAek@_mAmf@{v@`m@ma@|k@gUtZ_MfDenBnB}t@pZ{fBjNkZwIgK@iLfIkc@xJck@dQs_@fQk[|BiZaAgPdAyGgLmU_IyNaIspBuFmb@k@yO~HWt\h@vA"
"Bon Accord, AB, Canada",53.8372586,-113.4121256,"Coaticook, QC, Canada",45.1337603,-71.8041913,"1 day 15 hours",141941,"3,760 km",3759503,"{argIxxesTnwd@liBxbMyjOxHs|Nr@en`@d\qle@feD{ofCdvJg}UlbEu{k@l{NasdAnmJyuWk}BqzV{dBmebBgPmkj@hjHylz@byFog|@`xKy`XtrPsht@ltHibjAnuOuidAtmOw`{@lwVgeTpy_@gcgBxae@svqBptHm_t@rn_@usu@jiLghLnyOcb]dkGcvxAxmMyfeBn`Sai{BjgJqnoAsuAobnAx~W_ccCle`Aen`Czw`A}htBlvYicoAl`Koym@lOi{[py]a`@laO}_SveDumq@zyN_mtAfhX}m`BhhJknS`XegmApEqjbBtcL}~u@`hEyxS|oKcnQb_Mqn@||AogRldAgbBbe@enPgzAqk\hrPot{BhdCu~VvkMizCxzAo}]{eIcne@dmO{lk@tcN_fw@lk@ksu@xx@_lqAvxCcoQ}rAotd@ctQyxj@rJ_lo@yVed~@cfIsbNqoBqc]hlD}|Sv`HymMmmDkzMgxBkwRqdMsvk@bhBs|r@_gD_cb@lrG_ukBxcEsm\nyKufStpMg|\lxJecVrzCcoTxoLa{g@x`Eq_f@~`e@ixpBfyFipr@h`Reql@h}Lo_LhR_uOlyIogb@zq[mxuA~|SgiLziRhjAt}Hww@vo@ssHp}Eq|XdvLo`jAvp@e`Tq{EufQypGamg@}}R}yj@{jSunTijMagHevI__RmoYka\qvEceCkvFjiBa`^shXm}GsrHwrIzmEwmHgeE_wIbi@si]eb\owHqwc@e|EkdwA|Mwgq@vRcca@urJiwi@kqEsbnAvmActxCiPs`uDjvEctnBxuc@if|D~kZ{plBvmRcsmAfeDoqs@||Qcu}@|bCafK|iIqkAt`J__Z[ccg@xxS}`BtqIafUrqWk{QpnM{tAnc_@i|y@nAgco@foA_dbDv}Begk@n|B{h]|~HjdGjyEuyEnqEivKDc~VzwE}~s@xhQw_Bbd@apu@l`C_sO|nDsvKt~GebExmEawm@|a@ssv@k`AytY~qHuwKh~Yk~BnpTat@fgNwyIjsJqmAlnKszLpe]scV`vb@kdp@x`R{}b@b{U_qVjnZsmSf{Suy_@leEkzWrz\}ph@bvJslg@zz@cfe@ml@go_@tPegPz_JagU}[ia]|aMqqPzuM_jRjhJolChdMwvKf_Inn@nqD}}KnpD{tMtvFkcr@vjNccQtaKyfP|~HsiD`mWe~Otzg@qdy@dzH}_KlcDsdT|lKqdo@rdBybk@jiMeb{AbdDkjuAxnHm~Nh`LiwAd`Im|Uak@oc\"
"Hays, AB T0K, Canada",50.0944136,-111.8000729,"Fingal, ON N0L, Canada",42.7125202,-81.3108887,"1 day 4 hours",101327,"2,996 km",2995832,"aawpHl}jiTrgBe~U~jDo`Qo}Iyza@LgjcBf}DetXhxHg_LpjJm`SgeAgrUtvFuzqAudCq~RezAgroAkj@{he@wpHao}@ydF{_f@c}Cmh|@}kTec~@abPajy@msJgtn@ezFsji@mrDkad@c^owX~_Aya]u_H}vb@_SknfA_^akoAwz@wlXvmEszM`qB{cl@j}Dij[~oNi|g@vfZ{b}@n{Yqmr@veW}to@llp@i`aBvku@al|Apjg@e`aAdjCktWhgCw`Ah@slL|cDsjFhqD{dGvgNqth@`l@s`Af|CzRdwKFrj@}_HNevRBijYxrIguCpiEgoArR_cZdaPeb@v|I_kDxhIeuK|eE`lAttJy~Qn`Jy}^jhOwx]`hNcoM|sFmpQv|Hil_@dlOweUruQw|o@~eT{gbBb~Ya|oAbgGwaRj~Nuph@r_RciC~eJMniDKdoBmgK^a{\s@_p_@x@uoM`zBowIzpRkeNxgu@eci@r{VslP|{GvqB_Ckv{@wxBkioAaq@y`e@bAoaQdcDseR~mBst\nIoit@eRwn[lwDeki@`mAwxl@xfg@urq@zu\inQvzRylPhvDuvFxlIokBbhO}yR`yLwnQtlIczFdiPm}]vnTazi@hjEifPr`Cc`t@zg^}h}@ryIu{w@lw@stX|yMmjQ~nKk`b@ztKs~PjvMa`d@zbPoqd@baHchTx{KopKpaIczXpxAw_e@|xC_gXleE{~LlcJg_@kbBqiy@faDimt@`cDofnAju@mob@|fKu~d@lmMakRvPoiQzxF_uHf}Ru~PvlL}aQvkd@_rg@roVgqm@ndLmcW|rCayHx|IsqBhoMkjE~`KmyYt`Noyi@j`Ukf\lqUoib@zkLij@~dDssQzhEqw^~xG{vIfcQidDtgWmmNxdYsrQz{NqwAvnHiyOxeFe}PbrMs~DbhMmkHpuNmrBnda@ybDdsL~rB`~Nq_Aff^}oE`uAkn_@`_W_phAhqGsjf@xu@ey`@nbRym@prHmbQ|wPwtBf|IwzA|gBigG~iGcfLz`MgzPdjIqjC?adMpy@ew`@_fEkws@{bJihg@{}AagSahImiHms]glf@yhZ}dMixG}~PsaPqeRwqF_hk@geG}qnAilEqjd@hY_pr@uhE}bl@hcD{nm@}e@apxAuwAclm@ah@}ne@v[eeQodBqxHkjDugYa{GgoT~[wms@hxBkfUzvFg|EbzGccEjuCu}Als@opJ~A_}RcJs}}@cmMmuq@uaMkqj@gmLikV_ba@k{bAa}Yusi@xdJa~L"
"Craigmyle, AB T0J, Canada",51.6694238,-112.2491559,"Allardville, NB E8L, Canada",47.474778,-65.492439,"1 day 20 hours",159316,"4,258 km",4258363,"{tjzHftblT~sH_zlAzwC}uy@`fQspvAxnUm|rBlAu~~AweP{ip@[exqBiuDg|lDk{E{rw@`}EynFA}`n@vxCyme@pb@ifwAw|Dug_CrCgbYxcLalMrmf@wfn@ban@wig@l{`@s_q@pmWcd_AlpFer{@|t_@shn@yOu`i@upE{bjC`hRanmAdvAocy@hfEwfqAzcKo~hAjaKcep@tgl@qwqBv}a@svvAhlM{kq@_aA}u`@{zJu~}@{sGkkh@iyAu`pA_JauyAccJebj@gw@}t|As[muc@j{OsdbCp{CccXpsLu{FhtCoj[gqIg}b@bcEgcYf_Xox|@|b@aqt@fy@_m_BpcDwySaqPkloA}wBawo@pGm__Ao|M}gj@roCubXheIirJyqCmfN_fBo{SyrMmij@lfBuit@unAgw]pdD_{lBxqDebIrD}pTlkKknTvoM{t[hsKy|UjtBgeU~|Jqfb@z}Gqbj@fld@ufoBrqFyyv@rtP_og@p~MysOps@cbPbzGqo`@bbWu}pAxlU_yUpvSlcBdxMwpItzEkmWtpLmdkAxmCepPoyGotT}pF}ce@aaTozk@eyRk_VybXguVm{LanTgvLudJ_~C{rEwqFp}Akg^qfU_zGuxJ_pHxuDsmSgz@ij]wz]{nJsea@ujGumvAbg@_~o@~f@_ra@cqI}mf@_|H{pjAncD_g~Cwq@k}yD~vEy~lBtia@eguDhro@ojbEtiDohs@fhPif|@pdN_wOtpKkqbAlxZ}|LpdYej]fzL{uCj}`@kis@zC}zr@tiBsraD|kB{ef@hkAgzc@`_IzmGjjDauEf`I}wEgG_l[`hEyzt@|qQ}sBpf@}vt@~rBmwPngBciMjpJc}@|zF{}m@}Wust@hsDkmj@bdY_tBxef@g_Kpqs@ife@b_x@c}vArcUcwVlaZe~SnrTun^nqEycXll]sbi@xoLkmlAmYyj^noI_rh@rTscXduKwwUzeWegUhaLsuMzxIrgBxqFutLzoEupMh|Dklr@|j[mmd@tjIgpAdoQg_RbpW_bWnyPiv[i}F_xMgh@w}LlaIurf@i{Cier@iiTckdAg`g@e`x@{saAm|uA{xjAgqrBg_b@{uvAsvk@e}uBeye@czd@w}f@ukw@mr~@ot}@u_Es|Pl~IcnP~qJc{f@j}@ud{@|mZyvs@fva@wmhA|pXetw@naJixJqlKod]{tVgzV}tOq_a@mcLwtJhY}r`@cTm|]foAkj[as@kdc@{jOueuAaRoctAqxEij\reLsvYx|OuoM"
"Iron Springs, AB T0K, Canada",49.9315232,-112.6889222,"Wapella, SK S0G, Canada",50.2615536,-101.9720161,"7 hours 58 mins",28692,"824 km",824306,"_gwoHvpxnTquD{oTel@yfJa]g|@ch@qL_VwLq[BgLsmCAo{G@o{G?{dDAg`PDq{GA{lCazAEe[@{z@A_aCB{u@?PcoCSqyG@q}GqhAAug@Asg@?w`@hBiqAAwvA?wDu{BBe}LjIgeMh_@od@wWwgJyCidB`d@}jDnGocC`\mt@tA_}Ft@s`Gll@izBpl@oxAb_CkqE`eAgqCjLe_DaMa^wv@m\sYw`@ig@kkF_c@uzEkx@eaDo}CsdLeEqsGWgu}@aCsnf@gMgNtwA_|E~`A{wCbiAugDfe@cpAb\yNzZoFl\}o@x_BqlCpfBwmBrgAm`ClZyv@bk@kaDvbCkwD~y@ozAob@acDaOecJim@ycPxm@c_FlnBufGpFmkC_GauCno@}~LjlAwpKyE{dBcKs_EfFw`K}b@e|BczAqyFgDyeH`GsjIgZs_D|NamOgC}qMspA_aG}BggXqi@qxFJovCb@guIIewL_Q}mCweAojLaq@_bKe@_|LyWoqBkyBajKupBqcMcHicGmTksCem@s}Cc_A}sBtFasHcVgrl@qrAutE}~@_tFml@gnCs`AmsA_iBceEun@gbCe[_dGqM_jDwqAamKqvAsdEeqAynCgcD}zJ}mBceJkoC_}MkxA{yFm`C_hG_]mjC}@{eEfUmcBjGuiDgDojFkW}e@wdEesOkl@apCaaAg{CiiAwrH_O{bCsZsnCcjBsdOsaAihFoNkb_@k{CuxHkd@akDo[stBeDcwDrV{oL`fA_mErKgzEyPyvG{JsuFq_DcdH_EoaJuuAcfHia@{lF_QysFfw@osH_W{aDg`@e`C}K}~EkAssNbQ}jE{BmyRdDozIzh@}sJa@eeHwAq{Guh@w~DWu{U_rA_lOqi@eyH|p@wwDrwBozEhiBgeIzpAaxGDmka@dh@eoExiCqjDbYyoCkN{fByGi}[xHgcVdVy}@gJeaCwSsrA[wxQ?i_e@CunWS{mSkKyoBc|DqlDchAcz@mb@hAwFw`H@}mZGk{Dip@ssB_lEgfLkc@qgBq|AioTqXcsCwDysGm`@{oCeS}yMaZk~Di@m}Du@aoTFudOdPa{De@qmG`j@stK~`BcrG`wDofP|qF}}WbdA}_Dju@qp@bOyr@QckOCgg^FgnHfOssDla@q_C_@ytKt_Cee_@v[_oMcCcvAab@ivBjb@owCd]{xJhg@m}ObbAmpIjt@_hGr`AydF`W}{Ftq@qpAha@o_DxYuiCtZejIno@wkCbu@efFtv@qmCteAmyEbe@soDj[_WjRkbA"
